company_id,type,rule_id,text,confidence_pct,company_name
LTIM,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,91,LTIMindtree Ltd
LTIM,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow.,93,LTIMindtree Ltd
LTIM,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk.,85,LTIMindtree Ltd
M&M,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,100,"Mahindra & Mahindra Ltd
"
MARUTI,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,90,Maruti Suzuki India Ltd
MARUTI,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,100,Maruti Suzuki India Ltd
MARUTI,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality.,85,Maruti Suzuki India Ltd
MARUTI,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,91,Maruti Suzuki India Ltd
MOTHERSON,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,89,Samvardhana Motherson International Ltd
MOTHERSON,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow.,87,Samvardhana Motherson International Ltd
MOTHERSON,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality.,85,Samvardhana Motherson International Ltd
MOTHERSON,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,88,Samvardhana Motherson International Ltd
NAUKRI,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,83,Info Edge (India) Ltd
NAUKRI,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,91,Info Edge (India) Ltd
NESTLEIND,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,100,Nestle India Ltd
NESTLEIND,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,89,Nestle India Ltd
NESTLEIND,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,93,Nestle India Ltd
NESTLEIND,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow.,92,Nestle India Ltd
NESTLEIND,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,83,Nestle India Ltd
NHPC,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,88,"NHPC Ltd
"
NHPC,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,100,"NHPC Ltd
"
NHPC,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,87,"NHPC Ltd
"
NHPC,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk.,85,"NHPC Ltd
"
NTPC,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,84,NTPC Ltd
ONGC,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,100,Oil & Natural Gas Corpn Ltd
ONGC,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,87,Oil & Natural Gas Corpn Ltd
PFC,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,86,Power Finance Corporation Ltd
PFC,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,92,Power Finance Corporation Ltd
PFC,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,86,Power Finance Corporation Ltd
PFC,con,CON_01,Debt-to-equity ratio of 8.52 is elevated for a non-financial company and warrants monitoring.,100,Power Finance Corporation Ltd
PFC,con,CON_06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations.,88,Power Finance Corporation Ltd
PIDILITIND,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,96,Pidilite Industries Ltd
PIDILITIND,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth.,90,Pidilite Industries Ltd
PNB,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,100,Punjab National Bank
PNB,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,100,Punjab National Bank
PNB,con,CON_01,Debt-to-equity ratio of 3.68 is elevated for a non-financial company and warrants monitoring.,99,Punjab National Bank
PNB,con,CON_02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality.,90,Punjab National Bank
POWERGRID,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,100,Power Grid Corporation of India Ltd
POWERGRID,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,100,Power Grid Corporation of India Ltd
POWERGRID,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow.,89,Power Grid Corporation of India Ltd
POWERGRID,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,83,Power Grid Corporation of India Ltd
RECLTD,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,100,REC Ltd
RECLTD,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,84,REC Ltd
RECLTD,con,CON_01,Debt-to-equity ratio of 6.42 is elevated for a non-financial company and warrants monitoring.,100,REC Ltd
RECLTD,con,CON_02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality.,90,REC Ltd
RELIANCE,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow.,93,"Reliance Industries Ltd
"
SBILIFE,pro,PRO_03,Debt-free balance sheet provides financial flexibility and eliminates interest burden.,95,SBI Life Insurance Company Ltd
SBILIFE,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,100,SBI Life Insurance Company Ltd
SBILIFE,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,81,SBI Life Insurance Company Ltd
SHREECEM,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,89,Shree Cement Ltd
SHREECEM,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow.,90,Shree Cement Ltd
SHRIRAMFIN,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,84,"Shriram Finance Ltd
"
SHRIRAMFIN,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality.,85,"Shriram Finance Ltd
"
SHRIRAMFIN,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,92,"Shriram Finance Ltd
"
SHRIRAMFIN,con,CON_01,Debt-to-equity ratio of 3.99 is elevated for a non-financial company and warrants monitoring.,100,"Shriram Finance Ltd
"
SHRIRAMFIN,con,CON_02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality.,90,"Shriram Finance Ltd
"
SHRIRAMFIN,con,CON_06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations.,86,"Shriram Finance Ltd
"
SIEMENS,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,98,Siemens Ltd
SIEMENS,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow.,91,Siemens Ltd
SIEMENS,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality.,85,Siemens Ltd
SIEMENS,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,91,Siemens Ltd
SUNPHARMA,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,83,Sun Pharmaceuticals Industries Ltd
SUNPHARMA,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,97,Sun Pharmaceuticals Industries Ltd
SUNPHARMA,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow.,92,Sun Pharmaceuticals Industries Ltd
SUNPHARMA,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,100,Sun Pharmaceuticals Industries Ltd
TATACONSUM,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,86,Tata Consumer Products Ltd
TATACONSUM,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90,Tata Consumer Products Ltd
TATACONSUM,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk.,85,Tata Consumer Products Ltd
TATAMOTORS,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow.,91,Tata Motors Ltd
TATAMOTORS,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality.,85,Tata Motors Ltd
TATAMOTORS,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth.,90,Tata Motors Ltd
TATAPOWER,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,91,"Tata Power Company Ltd
"
TATASTEEL,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,100,"Tata Steel Ltd
"
TATASTEEL,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure.,85,"Tata Steel Ltd
"
TATASTEEL,con,CON_05,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss.,85,"Tata Steel Ltd
"
TATASTEEL,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk.,85,"Tata Steel Ltd
"
TCS,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,100,Tata Consultancy Services Ltd
TCS,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,100,Tata Consultancy Services Ltd
TCS,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,82,Tata Consultancy Services Ltd
TCS,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,100,Tata Consultancy Services Ltd
TCS,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality.,85,Tata Consultancy Services Ltd
TECHM,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,96,Tech Mahindra Ltd
TECHM,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,88,Tech Mahindra Ltd
TITAN,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,89,"Titan Company Ltd
"
TITAN,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow.,89,"Titan Company Ltd
"
TITAN,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality.,85,"Titan Company Ltd
"
TITAN,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,87,"Titan Company Ltd
"
TITAN,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk.,85,"Titan Company Ltd
"
TORNTPHARM,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,88,Torrent Pharmaceuticals Ltd
TORNTPHARM,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,86,Torrent Pharmaceuticals Ltd
TORNTPHARM,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality.,85,Torrent Pharmaceuticals Ltd
TORNTPHARM,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,81,Torrent Pharmaceuticals Ltd
TRENT,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow.,90,Trent Ltd
TRENT,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality.,85,Trent Ltd
TVSMOTOR,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality.,85,TVS Motor Company Ltd
TVSMOTOR,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,91,TVS Motor Company Ltd
TVSMOTOR,con,CON_01,Debt-to-equity ratio of 3.83 is elevated for a non-financial company and warrants monitoring.,100,TVS Motor Company Ltd
TVSMOTOR,con,CON_02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality.,90,TVS Motor Company Ltd
